TICKET;NEGOZIO;DATA;FORMATO;ARTICOLO;PESO;IMPORTO
2086;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:20;T;MANZO AFFUMICATO;0.100;1.890
2088;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:27;T;"""MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """"";0.232;2.300
2092;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:38;T;PESTO SFUSO GENOVESE;0.184;2.930
2093;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:41;T;PASTICCERIA TIPO M;0.116;2.080
2093;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:41;T;PASTICCERIA TIPO C;0.116;1.840
2094;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:44;T;PROSCIUTTO CRUDO  CONTADINO;0.156;3.100
2095;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:51;T;MANZO AFFUMICATO;0.100;1.890
2096;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:53;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.186;2.210
2097;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:54;T;INSALATA PAESANA CON Cipolline e Tonno;0.124;1.970
2099;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:56;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.204;2.430
2102;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 19:08;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.232;4.850
2103;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 19:10;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.168;4.350
2105;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 19:14;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.204;5.280
2109;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 19:27;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.176;2.450
2111;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 19:33;T;"PRIMO SALE CON RUCOLA "" LONGO """;0.174;2.070
2111;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 19:33;T;"""PRIMO SALE BIANCO ""LONGO""""";0.192;2.090
2169;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 09:08;T;"""PRIMO SALE BIANCO ""LONGO""""";0.168;1.830
2174;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 09:38;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.110;1.530
2175;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 09:39;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.112;1.330
2177;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 09:42;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.124;1.720
2178;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 09:43;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.178;4.610
2179;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 09:44;T;MANZO AFFUMICATO;0.110;2.080
2186;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 09:57;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.080;1.670
2194;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 10:10;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.206;5.340
2195;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 10:12;T;LONZINO STAGIONATO;0.112;2.680
2196;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 10:14;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.224;3.110
2197;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 10:15;T;"""FORMAGGIO ""EDAMER""""";0.252;2.240
2204;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 10:33;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.118;1.640
2220;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 10:50;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.060;1.250
2223;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 10:57;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.110;1.530
2224;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 10:59;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.114;1.360
2238;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:06;T;"PRIMO SALE CON RUCOLA "" LONGO """;0.210;2.500
2239;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:07;T;TOMINI LONGO SOTT'OLIO SALSA VERDE;0.120;2.030
2241;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:10;T;"""FORMAGGIO ""EDAMER""""";0.116;1.030
2249;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:19;T;FESA DI TACCHINO ARROSTO;0.128;1.910
2251;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:21;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.214;3.830
2252;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:23;T;PROSCIUTTO DI PARMA DOP;0.220;7.020
2257;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:29;T;"""BURRATA ""PIACERI ITALIANI""""";0.344;6.160
2258;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:30;T;"""CERTOSA ""GALBANI""""";0.352;3.840
2259;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:31;T;ROAST BEEF A FETTE;0.132;3.810
2268;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:44;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.134;3.470
2270;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:47;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.094;1.120
2270;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:47;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.106;1.900
2272;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:50;T;PANE COMUNE;0.340;0.950
2272;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:50;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.094;1.120
2272;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:50;T;SALAME MILANO;0.078;1.080
2273;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:52;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.254;6.580
2274;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:53;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.248;3.450
2275;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 11:54;T;OLIVE ASCOLANE RIPIENE;0.120;2.150
2279;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:01;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.110;2.850
2280;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:02;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.118;1.640
2282;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:04;T;"""FORMAGGIO ""EDAMER""""";0.228;2.030
2283;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:06;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.224;2.670
2284;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:08;T;LARDO RUSTICO BIANCO;0.078;1.160
2284;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:08;T;LARDO RUSTICO ALLE ERBE;0.024;0.410
2288;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:13;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.218;5.650
2289;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:15;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.218;2.590
2290;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:16;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.212;2.950
2292;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:21;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.106;1.260
2294;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:30;T;COPPA NOSTRANA;0.110;2.740
2295;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:31;T;SALAME MILANO;0.104;1.450
2297;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:32;T;SALSA TONNATA;0.100;1.290
2298;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:34;T;BRESAOLA PUNTA D'ANCA  IGP;0.102;3.560
2300;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:36;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.216;6.670
2303;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:39;T;CARPACCIO NAZIOANALE DI BRESAOLA;0.258;7.460
2308;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 12:48;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.116;3.580
2310;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:05;T;PROSCIUTTO DI PARMA DOP;0.242;7.720
2313;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:08;T;OLIVE ASCOLANE RIPIENE;0.130;2.330
2316;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:12;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.220;3.060
2317;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:15;T;TESTA DI SUINO IN CASSETTA-GALANTINA;0.154;2.450
2318;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:16;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.162;2.250
2319;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:19;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.214;2.970
2320;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:21;T;PROSCIUTTO DI PARMA DOP;0.216;6.890
2321;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:22;T;"""FORMAGGIO ""EDAMER""""";0.104;0.930
2322;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:23;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.200;2.780
2326;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:28;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.072;1.000
2327;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:29;T;PROSCIUTTO DI PARMA DOP;0.110;3.510
2328;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:30;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.114;1.360
2329;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:33;T;PANE COMUNE;0.150;0.420
2329;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:33;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.140;4.330
2330;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:34;T;PANE COMUNE;0.098;0.270
2331;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:36;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.108;1.500
2332;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:39;T;TORTA DI RICOTTA SFIZIOTTA AL LIMONE;0.190;2.260
2335;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:52;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.154;3.990
2336;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:54;T;MANZO AFFUMICATO;0.100;1.890
2337;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 13:56;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.120;1.670
2338;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 14:03;T;"""RICOTTA IN FUSCELLE ""CASEIF.PUGLIESE""""";0.216;2.140
2342;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 14:06;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.100;1.390
2343;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 14:07;T;ARANCINI DI PROSCIUTTO E MOZZARELLA;0.186;2.400
2344;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 14:07;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.214;2.970
2345;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 14:08;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.232;3.220
2346;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 14:10;T;SEMOLINI FRITTI;0.280;2.770
2347;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 14:11;T;"""FORMAGGIO ""EDAMER""""";0.158;1.410
2371;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 15:09;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.146;2.030
2372;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 15:11;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.166;4.300
2373;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 15:11;T;MOZZARELLA BOCCONCINI DI BUFALA GR.250;1.000;4.200
2374;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 15:31;T;FESA DI TACCHINO ARROSTO;0.202;3.010
2375;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 15:33;T;"""RICOTTA VALLELATA ""GALBANI""""";0.214;1.480
2376;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 15:47;T;PANCETTA AFFUMICATA-BACON;0.116;1.840
2377;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:00;T;"STRACCIATELLA ""SABELLI""";0.326;5.840
2378;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:11;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.200;5.180
2379;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:13;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.156;2.170
2380;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:15;T;LARDO RUSTICO BIANCO;0.148;2.210
2381;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:18;T;MANZO AFFUMICATO;0.096;1.810
2382;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:25;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.156;2.170
2385;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:30;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.212;4.430
2386;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:33;T;TORTA DI RICOTTA SFIZIOTTA AL LIMONE;0.558;6.640
2388;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:43;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.100;2.590
2389;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:44;T;PEPERONI GRIGLIATI;0.218;3.470
2390;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:46;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.298;3.550
2391;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:49;T;"""FORMAGGIO ""EDAMER""""";0.300;2.670
2392;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:50;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.214;2.970
2393;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:51;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.202;2.810
2394;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:53;T;CARPACCIO NAZIOANALE DI BRESAOLA;0.200;5.780
2395;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:54;T;TORTA DI RICOTTA SFIZIOTTA AL LIMONE;0.316;3.760
2396;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:56;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.198;2.750
2397;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:58;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.104;2.690
2398;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 16:59;T;LONZINO STAGIONATO;0.046;1.100
2399;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:00;T;TORTA DI RICOTTA SFIZIOTTA AL LIMONE;0.154;1.830
2401;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:06;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.298;4.140
2402;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:07;T;TOMINI LONGO SOTT'OLIO SALSA VERDE;0.124;2.100
2404;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:16;T;CARPACCIO NAZIOANALE DI BRESAOLA;0.102;2.950
2405;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:16;T;CROCCHETTE PATATE;0.190;1.690
2406;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:23;T;PROSCIUTTO CRUDO  CONTADINO;0.206;4.100
2407;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:25;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.200;5.180
2409;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:30;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.098;2.050
2411;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:43;T;"""MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """"";0.102;1.010
2414;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:53;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.082;2.120
2415;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:54;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.120;1.670
2416;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:55;T;"""INSALATA CAPRICCIOSA ""GIALLO UOVO"" VALLEBELBO""";0.228;2.490
2418;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:57;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.210;2.920
2419;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 17:58;T;CAPRINO PURA CAPRA;0.132;2.630
2420;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:00;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.100;1.390
2421;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:03;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.098;2.540
2422;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:04;T;PROSCIUTTO CRUDO  CONTADINO;0.096;1.910
2423;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:06;T;PROSCIUTTO DI PARMA DOP;0.146;4.660
2424;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:06;T;"""PRIMO SALE BIANCO ""LONGO""""";0.194;2.110
2425;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:08;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.158;2.200
2426;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:10;T;CARPACCIO NAZIOANALE DI BRESAOLA;0.152;4.390
2428;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:14;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.202;2.810
2429;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:16;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.212;2.950
2432;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:30;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.154;2.140
2433;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:32;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.108;1.290
2438;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:47;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.114;2.950
2439;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:49;T;LONZINO STAGIONATO;0.102;2.440
2441;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:53;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.098;1.170
2445;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 18:58;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.342;4.750
2446;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 19:01;T;CARPACCIO NAZIOANALE DI BRESAOLA;0.274;7.920
2447;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 19:22;T;ROAST BEEF A FETTE;0.184;5.320
2448;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 19:22;T;PANE COMUNE;0.216;0.600
2449;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 19:33;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.168;2.340
2450;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 19:36;T;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.258;4.620
2451;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);09/10/2024 19:37;T;SPECK ALTO ADIGE GRAN RESA SENFTER;0.104;1.970
2479;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);10/10/2024 08:45;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.146;3.050
2492;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);10/10/2024 08:59;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.218;3.030
