TICKET;NEGOZIO;DATA;FORMATO;ARTICOLO;PESO;IMPORTO
1719;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 13:09;T;PORCHETTA ARROSTO;0.136;2.030
1720;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 13:12;T;INSALATA PAESANA CON Cipolline e Tonno;0.278;4.420
1720;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 13:12;T;"""INSALATA RUSSA CON TONNO ""GIALLO UOVO""VALLEBELBO""";0.250;3.480
1720;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 13:12;T;"""CERTOSA ""GALBANI""""";0.400;4.360
1722;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 13:14;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.108;1.500
1723;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 13:15;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.176;2.450
1727;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 13:36;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.100;1.190
1728;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 13:39;T;PROSCIUTTO CRUDO  CONTADINO;0.106;2.110
1739;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:17;T;"STRACCIATELLA ""SABELLI""";0.234;4.190
1739;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 14:17;T;CROCCHETTE PATATE;0.158;1.410
1745;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 15:30;T;PANE COMUNE;0.100;0.280
1745;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 15:30;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.058;0.810
1745;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 15:30;T;"""FORMAGGIO ""EDAMER""""";0.022;0.200
1746;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 15:42;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.184;2.560
1752;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:14;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.056;1.450
1753;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:16;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.076;2.350
1768;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:40;T;ROBIOLA BOSINA;0.314;6.250
1770;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:44;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.122;1.700
1771;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:47;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.116;1.610
1772;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:48;T;MANZO AFFUMICATO;0.106;2.000
1775;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 16:52;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.168;3.510
1781;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:03;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.210;2.500
1785;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:08;T;"""SALAME "" IL GOLFETTA""""";0.208;5.600
1787;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:16;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.170;5.250
1789;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:18;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.218;6.740
1792;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:36;T;ROAST BEEF A FETTE;0.218;6.300
1793;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:37;T;"""INSALATA CAPRICCIOSA ""GIALLO UOVO"" VALLEBELBO""";0.164;1.790
1794;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:41;T;PETTO DI POLLO ARROSTO ITALIANO;0.096;1.620
1795;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:42;T;CARPACCIO NAZIOANALE DI BRESAOLA;0.096;2.770
1796;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:43;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.162;2.250
1797;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:45;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.202;2.810
1799;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:54;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.198;4.140
1800;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:56;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.152;3.940
1802;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 17:57;T;"""BURRATA ""PIACERI ITALIANI""""";0.336;6.010
1804;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:01;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.218;3.030
1805;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:02;T;CARPACCIO NAZIOANALE DI BRESAOLA;0.174;5.030
1807;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:13;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.110;1.530
1808;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:16;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.212;2.950
1809;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:17;T;"""MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """"";0.110;1.090
1811;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:23;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.314;4.360
1812;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:25;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.178;3.720
1816;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:39;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.154;1.830
1817;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:40;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.160;4.140
1819;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:43;T;PROSCIUTTO CRUDO  CONTADINO;0.108;2.150
1820;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:43;T;"""INSALATA CAPRICCIOSA ""GIALLO UOVO"" VALLEBELBO""";0.208;2.270
1821;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:47;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.172;3.590
1824;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 18:50;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.110;1.530
1825;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 19:10;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.218;6.740
1827;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 19:11;T;"""INSALATA CAPRICCIOSA ""GIALLO UOVO"" VALLEBELBO""";0.196;2.140
1828;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 19:12;T;"""RICOTTA VALLELATA ""GALBANI""""";0.168;1.160
1830;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 19:24;T;ANTIPASTO PIEMONTESE DELIZIA DELLA NONNA;0.170;2.530
1832;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 19:30;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.164;5.070
1833;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 19:33;T;LINGUA COTTA DI BOVINO;0.206;4.720
1834;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 19:34;T;LINGUA COTTA DI BOVINO;0.160;3.660
1835;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 19:35;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.106;1.260
1836;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);07/10/2024 19:35;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.108;1.290
1852;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:28;T;BAGUETTE;1.000;0.750
1852;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:28;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.118;3.060
1888;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:29;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.176;4.560
1891;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:33;T;"""FORMAGGIO ""EDAMER""""";0.196;1.740
1892;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:34;T;LARDO RUSTICO BIANCO;0.100;1.490
1893;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:36;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.106;1.260
1894;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:40;T;TESTA DI SUINO IN CASSETTA-GALANTINA;0.168;2.670
1897;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:44;T;FESA DI TACCHINO ARROSTO;0.216;3.220
1901;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 09:53;T;MANZO AFFUMICATO;0.052;0.980
1917;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:09;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.170;5.250
1925;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:14;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.100;1.190
1926;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:15;T;PANCETTA COPPATA MAGRA;0.106;2.110
1927;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:16;T;"""PRIMO SALE BIANCO ""LONGO""""";0.158;1.720
1940;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:30;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.102;1.210
1941;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:30;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.112;1.330
1942;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:30;T;"""TOMINI NATURALI SFUSI "" LONGO """"";0.148;1.760
1943;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:30;T;"""CERTOSA ""GALBANI""""";0.382;4.160
1944;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:31;T;"""PRIMO SALE BIANCO ""LONGO""""";0.154;1.680
1945;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:32;T;"""RICOTTA IN FUSCELLE ""CASEIF.PUGLIESE""""";0.170;1.680
1946;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:34;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.210;4.390
1952;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:43;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.204;2.840
1953;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:45;T;FESA DI TACCHINO ARROSTO;0.178;2.650
1955;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:47;T;PETTO DI POLLO ARROSTO ITALIANO;0.108;1.830
1956;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:49;T;"""SALAME "" IL GOLFETTA""""";0.160;4.300
1959;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 10:53;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.160;4.140
1972;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 11:15;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.108;1.500
1975;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 11:20;T;INSALATA RUSSA NORMALE VOGLIAZZI;0.196;1.740
1976;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 11:21;T;LASAGNE AL RAGU' TEGLIA     KG 1,5;0.680;7.410
1977;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 11:23;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.210;2.500
1981;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 11:34;T;"""MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """"";0.152;1.500
1984;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 11:57;T;MANZO AFFUMICATO;0.204;3.860
1986;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 12:14;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.108;2.800
1987;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 12:15;T;INSALATA RUSSA NORMALE VOGLIAZZI;0.142;1.260
1988;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 12:17;T;ANTIPASTO PIEMONTESE DELIZIA DELLA NONNA;0.136;2.030
1992;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 12:21;T;PROSCIUTTO CRUDO  CONTADINO;0.066;1.310
1992;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 12:21;T;"""FORMAGGIO ""EDAMER""""";0.036;0.320
1993;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 12:24;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.174;4.510
1996;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 12:34;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.240;3.340
1998;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 12:44;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.176;2.450
2000;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 12:59;T;SALSA TONNATA;0.148;1.910
2001;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:01;T;GIRELLO BOVINO COTTO PER VITELLO TONNATO;0.100;2.890
2002;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:07;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.100;2.590
2004;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:11;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.360;4.280
2007;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:14;T;PROSCIUTTO CRUDO  CONTADINO;0.062;1.230
2009;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:16;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.120;2.510
2010;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:17;T;"""RICOTTA DI PECORA ""CASEIF.MAREMMA""""";0.162;1.440
2015;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:35;T;"""MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """"";0.112;1.110
2016;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:44;T;"""RICOTTA DI PECORA ""CASEIF.MAREMMA""""";0.470;4.180
2016;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:44;T;"""PRIMO SALE BIANCO ""LONGO""""";0.190;2.070
2016;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:44;T;"PRIMO SALE CON RUCOLA "" LONGO """;0.188;2.240
2017;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:46;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.152;2.110
2021;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:51;T;MANZO AFFUMICATO;0.148;2.800
2022;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:53;T;CARPACCIO NAZIOANALE DI BRESAOLA;0.152;4.390
2023;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 13:59;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.106;2.750
2024;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 14:17;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.084;2.600
2025;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 14:57;E;PASTICCERIA TIPO D;0.242;4.090
2026;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 14:57;E;PASTICCERIA TIPO D;0.250;4.230
2027;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 14:58;E;PASTICCERIA TIPO D;0.240;4.060
2028;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 14:59;E;PASTICCERIA TIPO D;0.186;3.140
2029;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 14:59;E;PASTICCERIA TIPO D;0.166;2.810
2030;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 14:59;E;PASTICCERIA TIPO D;0.180;3.040
2031;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 14:59;E;PASTICCERIA TIPO D;0.246;4.160
2035;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 15:15;T;ARANCINI DI PROSCIUTTO E MOZZARELLA;0.534;6.890
2036;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 15:17;T;AGNOLOTTI PIEMONTESI (DI CARNE);0.248;2.700
2040;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 15:23;T;PROSCIUTTO CRUDO  CONTADINO;0.124;2.470
2041;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 15:29;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.146;3.050
2042;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 15:30;T;"""INSALATA CAPRICCIOSA ""GIALLO UOVO"" VALLEBELBO""";0.214;2.330
2045;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 15:46;T;SPECK ALTO ADIGE GRAN RESA SENFTER;0.148;2.800
2046;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 15:47;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.108;1.290
2047;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 15:49;T;GIRELLO BOVINO COTTO PER VITELLO TONNATO;0.176;5.090
2048;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 15:50;T;SALSA TONNATA;0.394;5.080
2049;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 15:52;T;PANE COMUNE;0.132;0.370
2050;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 15:53;T;"""MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """"";0.098;0.970
2052;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 16:05;T;PROSCIUTTO CRUDO  CONTADINO;0.152;3.020
2053;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 16:07;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.204;2.840
2054;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 16:10;T;BRESAOLA PUNTA D'ANCA  IGP;0.202;7.050
2057;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 16:18;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.162;3.390
2058;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 16:20;T;ROAST BEEF A FETTE;0.130;3.760
2059;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 16:22;T;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.096;2.010
2061;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 16:33;T;MOZZARELLA BOCCONCINI DI BUFALA GR.250;1.000;4.200
2062;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 16:35;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.108;1.500
2064;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 16:51;T;"""PRIMO SALE BIANCO ""LONGO""""";0.458;4.990
2064;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 16:51;T;"""PRIMO SALE BIANCO ""LONGO""""";0.196;2.140
2065;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 16:52;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.116;1.610
2066;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 16:54;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.216;3.000
2067;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 16:55;T;"""FORMAGGIO ""EDAMER""""";0.196;1.740
2069;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 17:06;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.146;3.780
2070;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 17:08;T;"""FORMAGGIO ""EDAMER""""";0.154;1.370
2071;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 17:25;T;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.210;2.500
2073;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 17:27;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.104;1.450
2074;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 17:32;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.202;2.810
2075;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 17:54;T;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.154;4.760
2076;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 17:56;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.146;3.780
2079;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 17:59;T;FILETTI DI ALICI MARINATI;0.078;1.790
2080;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:01;T;"""INSALATA RUSSA CON TONNO ""GIALLO UOVO""VALLEBELBO""";0.140;1.950
2081;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:03;T;PROSCIUTTO CRUDO SAN DANIELE DOP;0.108;2.800
2082;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:04;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.110;1.530
2083;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:06;T;"""RICOTTA DI PECORA ""CASEIF.MAREMMA""""";0.216;1.920
2084;PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);08/10/2024 18:15;T;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.198;2.750
