NEGOZIO;TICKET;DATA;REPARTO;FORMATO;PLU;DESCRIZIONE;IVA;PESO;IMPORTO;PREZZO AL KG
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1077;04/10/2024 14:24;1;T;865;PANE COMUNE;0.000;0.560;1.560;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1082;04/10/2024 15:53;1;T;865;PANE COMUNE;0.000;0.424;1.180;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1094;04/10/2024 16:20;1;T;870;PANE SPECIALE ARTIGIANALE;0.000;0.194;0.770;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1094;04/10/2024 16:20;1;T;865;PANE COMUNE;0.000;0.098;0.270;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1101;04/10/2024 16:32;100;E;67;"""TOMINO DEL BOSCAIOLO ""LONGO""";0.000;0.288;4.290;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1102;04/10/2024 16:32;100;E;67;"""TOMINO DEL BOSCAIOLO ""LONGO""";0.000;0.284;4.230;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1103;04/10/2024 16:34;100;E;67;"""TOMINO DEL BOSCAIOLO ""LONGO""";0.000;0.284;4.230;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1104;04/10/2024 16:34;100;E;67;"""TOMINO DEL BOSCAIOLO ""LONGO""";0.000;0.186;2.770;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1105;04/10/2024 16:34;100;E;67;"""TOMINO DEL BOSCAIOLO ""LONGO""";0.000;0.284;4.230;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1110;04/10/2024 17:08;100;E;67;"""TOMINO DEL BOSCAIOLO ""LONGO""";0.000;0.406;6.050;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1111;04/10/2024 17:08;2;T;865;PANE COMUNE;0.000;0.412;1.150;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1112;04/10/2024 17:08;2;T;865;PANE COMUNE;0.000;0.516;1.440;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1122;04/10/2024 17:58;1;T;860;PANE A LIEVITAZIONE NATURALE;0.000;0.554;2.210;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1123;04/10/2024 18:04;1;T;865;PANE COMUNE;0.000;0.300;0.840;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1124;04/10/2024 18:07;1;T;865;PANE COMUNE;0.000;1.258;3.510;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1128;04/10/2024 18:14;1;T;865;PANE COMUNE;0.000;0.184;0.510;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1129;04/10/2024 18:14;1;T;865;PANE COMUNE;0.000;0.384;1.070;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1130;04/10/2024 18:19;1;T;865;PANE COMUNE;0.000;0.478;1.330;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1133;04/10/2024 18:26;1;T;865;PANE COMUNE;0.000;0.164;0.460;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1138;04/10/2024 18:42;1;T;865;PANE COMUNE;0.000;0.564;1.570;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1140;04/10/2024 18:44;1;T;865;PANE COMUNE;0.000;0.170;0.470;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1144;04/10/2024 18:59;1;T;870;PANE SPECIALE ARTIGIANALE;0.000;0.104;0.410;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1147;04/10/2024 19:05;1;T;865;PANE COMUNE;0.000;0.290;0.810;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1152;04/10/2024 19:16;1;T;870;PANE SPECIALE ARTIGIANALE;0.000;0.398;1.590;3.990
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1156;05/10/2024 08:16;100;E;865;PANE COMUNE;0.000;0.192;0.540;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1157;05/10/2024 08:16;100;E;865;PANE COMUNE;0.000;0.228;0.640;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1158;05/10/2024 08:16;100;E;865;PANE COMUNE;0.000;0.210;0.590;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1159;05/10/2024 08:16;100;E;865;PANE COMUNE;0.000;0.188;0.520;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1160;05/10/2024 08:16;100;E;865;PANE COMUNE;0.000;0.170;0.470;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);1161;05/10/2024 08:17;100;E;865;PANE COMUNE;0.000;0.224;0.620;2.790
